Title,Description,Date,Archive,Download_URL
Category:Byzantine architecture - Wikimedia Commons,,,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File:Zeyrek_Camii.png
Category:Byzantine architecture - Wikimedia Commons,,,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File:Zeyrek_Sarn%C4%B1c%C4%B1_bilgilendirme_s%C3%BCtunu_T%C3%BCrk%C3%A7e_y%C3%BCz%C3%BC.png
Category:Byzantine architecture - Wikimedia Commons,,,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File:Zeyrek_Sarn%C4%B1c%C4%B1_bilgilendirme_s%C3%BCtunu.png
Category:Byzantine architecture - Wikimedia Commons,,,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File:Zeyrek_Sarn%C4%B1c%C4%B1_yandan_g%C3%B6r%C3%BCn%C3%BCm%C3%BC.png
Category:Byzantine architecture - Wikimedia Commons,,,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File:Zeyrek_Sarn%C4%B1c%C4%B1.png
Category:Byzantine architecture - Wikimedia Commons,,,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File:%CE%95%CE%BD%CE%B1%CF%80%CE%BF%CE%BC%CE%B5%CE%AF%CE%BD%CE%B1%CE%BD%CF%84%CE%B1_%CE%BC%CE%AD%CE%BB%CE%B7_%CF%84%CE%B7%CF%82_%CF%80%CE%B1%CE%BB%CE%B1%CE%B9%CE%BF%CF%87%CF%81%CE%B9%CF%83%CF%84%CE%B9%CE%B1%CE%BD%CE%B9%CE%BA%CE%AE%CF%82_%CE%B2%CE%B1%CF%83%CE%B9%CE%BB%CE%B9%CE%BA%CE%AE%CF%82_1.JPG
Category:Byzantine architecture - Wikimedia Commons,,,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File:%CE%95%CE%BD%CE%B1%CF%80%CE%BF%CE%BC%CE%B5%CE%AF%CE%BD%CE%B1%CE%BD%CF%84%CE%B1_%CE%BC%CE%AD%CE%BB%CE%B7_%CF%84%CE%B7%CF%82_%CF%80%CE%B1%CE%BB%CE%B1%CE%B9%CE%BF%CF%87%CF%81%CE%B9%CF%83%CF%84%CE%B9%CE%B1%CE%BD%CE%B9%CE%BA%CE%AE%CF%82_%CE%B2%CE%B1%CF%83%CE%B9%CE%BB%CE%B9%CE%BA%CE%AE%CF%82_%CF%80%CE%AD%CF%84%CF%81%CE%B5%CF%82.JPG
Category:Byzantine architecture - Wikimedia Commons,,,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File:%CE%95%CE%BD%CE%B1%CF%80%CE%BF%CE%BC%CE%B5%CE%AF%CE%BD%CE%B1%CE%BD%CF%84%CE%B1_%CE%BC%CE%AD%CE%BB%CE%B7_%CF%84%CE%B7%CF%82_%CF%80%CE%B1%CE%BB%CE%B1%CE%B9%CE%BF%CF%87%CF%81%CE%B9%CF%83%CF%84%CE%B9%CE%B1%CE%BD%CE%B9%CE%BA%CE%AE%CF%82_%CE%B2%CE%B1%CF%83%CE%B9%CE%BB%CE%B9%CE%BA%CE%AE%CF%82.JPG
Category:Churches in Antakya - Wikimedia Commons,,,commons.wikimedia.org,"https://commons.wikimedia.org/wiki/File:1_Monumental_building_2_View_of_part_of_the_wall_of_the_temple_of_Saint_Peter_in_Antakya,_Turkey_3_Funerary_stele_showin_-_Drummond_Alexander_-_1754.jpg"
Category:Churches in Antakya - Wikimedia Commons,,,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File:Antakya_Catholic_Church_in_2004_01.jpg
Category:Churches in Antakya - Wikimedia Commons,,,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File:Antakya_New_apostolic_church_sept_2019_6433.jpg
Category:Churches in Antakya - Wikimedia Commons,,,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File:Antakya_New_apostolic_church_sept_2019_6434.jpg
Category:Churches in Antakya - Wikimedia Commons,,,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File:Antakyachurchandmosque.jpg
