Title,Description,Date,Archive,Download_URL
Category:Ancient cities in Turkey - Wikimedia Commons,,,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File:A_Road_in_Alexandria_Troas.jpg
Category:Ancient cities in Turkey - Wikimedia Commons,,,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File:Alexandria_Troas_-_2.jpg
Category:Ancient cities in Turkey - Wikimedia Commons,,,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File:Alexandria_Troas.jpg
Category:Ancient cities in Turkey - Wikimedia Commons,,,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File:Herodes_Atticus_Bath_near_Alexandria_Troas.jpg
Category:Ancient cities in Turkey - Wikimedia Commons,,,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File:I%C5%9F%C4%B1kl%C4%B11.jpg
Category:Ancient cities in Turkey - Wikimedia Commons,,,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File:PerreAntikKenti_01.jpg
Category:Ancient cities in Turkey - Wikimedia Commons,,,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File:PerreAntikKenti_02.jpg
Category:Ancient cities in Turkey - Wikimedia Commons,,,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File:PerreAntikKenti_03.jpg
Category:Ancient cities in Turkey - Wikimedia Commons,,,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File:PerreAntikKenti_04.jpg
Category:Ancient cities in Turkey - Wikimedia Commons,,,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File:PerreAntikKenti_05.jpg
Category:Ancient cities in Turkey - Wikimedia Commons,,,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File:PerreAntikKenti_06.jpg
Category:Ancient cities in Turkey - Wikimedia Commons,,,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File:PerreAntikKenti_07.jpg
Category:Ancient cities in Turkey - Wikimedia Commons,,,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File:PerreAntikKenti_08.jpg
Category:Ancient cities in Turkey - Wikimedia Commons,,,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File:PerreAntikKenti_09.jpg
Category:Ancient cities in Turkey - Wikimedia Commons,,,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File:PerreAntikKenti_10.jpg
Category:Ancient cities in Turkey - Wikimedia Commons,,,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File:PerreAntikKenti_11.jpg
Category:Ancient cities in Turkey - Wikimedia Commons,,,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File:PerreAntikKenti_12.jpg
Category:Ancient cities in Turkey - Wikimedia Commons,,,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File:PerreAntikKenti_13.jpg
